"ANP","CATEGORIA","ANIO_REPORTE","FUENTE_IMAG","MES_IMAG","DEFO_CAUSA","CONFIABILIDAD","TIPO_BOSQUE","ZONIFI_ANP","AREA_DEFO","FECHA_CORTE"
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.2573322820414,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.35999950782711,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",6.61617506863455,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.8927877436248,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",11,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",1.95464170649527,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",11,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",4.0357872393198,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",2.9058898989934,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",6,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",2.3926837760453,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",6,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.791487334692,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",6,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",1.8079687037003,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",3.247891880176,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",57.241764236185,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",6.7331154006017,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",9.841203533933,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",28.354367116167,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",30.5850514977233,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",2.40477838473236,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",3.96625326381317,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",15.6938266097446,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",4.11585768135962,20240621
"EL SIRA","RESERVA COMUNAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",7.43964815199196,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.04051492004874,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.32045466969592,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.21971269487531,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0364521645105,20240621
"EL SIRA","RESERVA COMUNAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.157949134046,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PLANET",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",4.5658987405927,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PLANET",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",1.4331308230176,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",1.4528597725508,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.695155430671,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",2.8983724085314,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.38969789296835,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PLANET",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",6.63104442270995,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",1.8669056792175,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",4.7709075009699,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.2710328680651,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",3.7450824000805,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",4.3798509157826,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",1.3732112107242,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PLANET",11,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.246594789613,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PLANET",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.29952886287,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"GFW INTEGRADAS",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.8239420601495,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"PNCB LANDSAT",1,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.123100214767,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"GFW INTEGRADAS",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0120601672098,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0602813979718,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0120544410483,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.16382485158483,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",1.16033680532667,20240621
"ASHANINKA","RESERVA COMUNAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.63201751424106,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"PNCB LANDSAT",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",5.8546802331589,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.4936762577199,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"GFW INTEGRADAS",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.5346255548152,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.05654262083537,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"PNCB LANDSAT",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.195510611642,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"GFW INTEGRADAS",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0963092143925,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.5297297125001,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"PNCB LANDSAT",7,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0900001871256,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.18000023853189,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"PNCB LANDSAT",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.909556348052,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"GFW INTEGRADAS",10,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.578308857481,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"PNCB LANDSAT",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.989999786253,20240621
"MACHIGUENGA","RESERVA COMUNAL",2023,"PLANET",4,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0120389859209,20240621
"YANESHA","RESERVA COMUNAL",2023,"PLANET",10,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.134929170874,20240621
"YANESHA","RESERVA COMUNAL",2023,"GFW INTEGRADAS",6,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.10825066697,20240621
"YANESHA","RESERVA COMUNAL",2023,"PNCB LANDSAT",6,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0395361511787,20240621
"YANESHA","RESERVA COMUNAL",2023,"PLANET",8,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",1.089545223481,20240621
"YANESHA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0463329099741,20240621
"YANESHA","RESERVA COMUNAL",2023,"PLANET",8,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",2.49143697924603,20240621
"YANESHA","RESERVA COMUNAL",2023,"PLANET",6,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",3.76508244257037,20240621
"YANESHA","RESERVA COMUNAL",2023,"PLANET",9,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.8769342596005,20240621
"YANESHA","RESERVA COMUNAL",2023,"PLANET",7,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",7.29332418676807,20240621
"YANESHA","RESERVA COMUNAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.01738428222102,20240621
"YANESHA","RESERVA COMUNAL",2023,"GLADS2",4,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0121036730518,20240621
"HUIMEKI","RESERVA COMUNAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.4562279657335,20240621
"HUIMEKI","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.06635033297732,20240621
"HUIMEKI","RESERVA COMUNAL",2023,"GLADS2",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0122992231907,20240621
"HUIMEKI","RESERVA COMUNAL",2023,"GLADS2",5,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0368979941126,20240621
"HUIMEKI","RESERVA COMUNAL",2023,"GLADS2",3,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.03516885362593,20240621
"HUIMEKI","RESERVA COMUNAL",2023,"PNCB LANDSAT",2,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.1426222313014,20240621
"AIRO PAI","RESERVA COMUNAL",2023,"GFW INTEGRADAS",12,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.2221549289315,20240621
"AIRO PAI","RESERVA COMUNAL",2023,"GLADS2",1,"AGRICULTURA","ALTO","PRIMARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.0354781123759,20240621
"AIRO PAI","RESERVA COMUNAL",2023,"PNCB LANDSAT",2,"AGRICULTURA","ALTO","SECUNDARIO","ZONA DE APROVECHAMIENTO DIRECTO",0.84657668363857,20240621
